program_id,level_encoded,goal_encoded,equipment_encoded,program_length_weeks,time_per_workout_minutes,has_cardio,has_strength,has_yoga,has_hiit
131,1,11,4,0.0,0.29411766,1,1,0,0
132,0,11,4,0.64705884,0.29411766,0,1,0,0
133,1,8,5,0.1764706,0.29411766,0,1,0,0
134,1,8,5,0.29411766,0.11764706,0,1,0,0
135,1,2,4,0.47058824,0.47058824,0,1,0,0
136,2,2,5,1.0,0.23529412,0,1,0,0
137,0,11,4,0.5294118,0.47058824,0,1,0,0
138,1,2,5,0.88235295,0.23529412,0,1,0,0
139,0,1,4,0.88235295,0.29411766,0,1,0,0
140,1,2,5,0.1764706,0.29411766,0,1,0,0
141,0,10,4,0.64705884,0.4117647,0,1,0,0
142,1,2,4,0.64705884,0.29411766,0,1,0,0
143,0,2,4,0.64705884,0.1764706,0,1,0,0
144,0,2,4,0.64705884,0.4117647,0,1,0,0
145,1,2,4,0.29411766,0.29411766,0,1,0,0
146,1,10,4,0.64705884,0.4117647,0,1,0,0
147,2,2,4,0.64705884,0.47058824,0,1,0,0
148,1,11,4,0.64705884,0.29411766,0,1,0,0
149,1,2,4,0.88235295,0.64705884,0,1,0,0
150,2,11,4,0.64705884,1.0,0,1,0,0
151,1,11,4,0.64705884,0.29411766,0,1,0,0
152,2,2,4,0.5294118,0.29411766,0,1,0,0
153,0,2,4,0.4117647,0.29411766,0,1,0,0
154,0,10,4,0.64705884,0.5294118,0,1,0,0
155,1,10,3,0.29411766,0.1764706,0,1,0,0
156,0,2,4,0.64705884,0.4117647,0,1,0,0
157,0,2,3,0.1764706,0.11764706,0,1,0,0
158,0,2,4,0.3529412,0.3529412,0,1,0,0
159,0,1,4,0.64705884,0.1764706,0,1,0,0
160,0,2,4,0.11764706,0.1764706,0,1,0,0
161,0,2,4,0.11764706,0.4117647,1,1,0,0
162,0,10,4,0.64705884,0.5294118,0,1,0,0
163,1,2,4,0.64705884,0.3529412,0,1,0,0
164,1,2,5,0.5294118,0.4117647,0,1,0,0
165,0,10,4,0.64705884,0.47058824,1,1,0,0
166,0,10,4,0.64705884,0.3529412,0,1,0,0
167,1,10,4,0.1764706,0.29411766,0,1,0,0
168,1,2,4,0.11764706,1.0,1,1,0,1
169,0,8,4,0.1764706,0.4117647,0,1,0,0
170,1,2,4,0.47058824,0.29411766,0,1,0,0
171,1,2,4,0.1764706,0.29411766,0,1,0,0
172,0,2,5,0.64705884,0.29411766,0,1,0,0
173,0,2,4,0.1764706,0.29411766,0,1,0,0
174,0,2,5,0.5294118,0.1764706,0,1,0,0
175,1,10,4,0.64705884,0.47058824,0,1,0,0
176,1,2,4,0.88235295,0.0,1,1,0,1
177,0,2,4,0.11764706,0.29411766,0,1,0,0
178,0,2,4,0.64705884,0.23529412,0,1,0,0
179,0,8,4,0.4117647,0.29411766,1,1,0,0
180,0,2,4,0.64705884,0.29411766,0,1,0,0
181,0,2,4,0.88235295,0.1764706,1,0,0,0
182,0,1,4,0.64705884,0.3529412,1,1,0,0
183,0,11,5,0.23529412,0.11764706,0,1,0,0
184,0,11,4,0.88235295,0.23529412,0,1,0,0
185,2,8,5,0.64705884,0.47058824,0,1,0,0
186,0,10,5,0.64705884,0.29411766,0,1,0,0
187,1,8,4,0.0,0.7647059,0,1,0,0
188,1,8,4,0.1764706,0.23529412,0,1,0,0
189,0,2,4,0.29411766,0.47058824,0,1,0,0
190,0,10,5,0.0,0.47058824,1,1,0,0
191,0,10,0,0.64705884,0.11764706,0,1,0,0
192,1,2,4,0.29411766,0.29411766,0,1,0,0
193,1,2,4,0.29411766,0.29411766,0,1,0,0
194,1,2,0,0.3529412,0.11764706,1,1,0,0
195,1,2,5,0.11764706,0.29411766,1,1,0,0
196,0,3,4,0.29411766,0.64705884,0,1,0,0
197,0,1,4,0.64705884,0.64705884,0,1,0,0
198,1,10,5,0.1764706,0.47058824,0,1,0,0
199,1,10,5,0.1764706,0.29411766,0,1,0,0
200,1,10,4,0.64705884,0.5294118,0,1,0,0
201,1,1,4,0.7058824,0.29411766,0,1,0,1
202,0,1,4,0.4117647,0.4117647,0,1,0,0
203,0,1,4,0.64705884,0.3529412,0,1,0,0
204,0,2,4,0.1764706,0.4117647,0,1,0,0
205,0,2,5,0.88235295,0.1764706,0,1,0,0
206,0,1,3,0.1764706,0.1764706,0,1,0,0
207,0,1,4,0.88235295,0.47058824,0,1,0,0
208,2,2,5,0.29411766,0.1764706,0,1,0,0
209,2,2,5,0.4117647,0.29411766,0,1,0,0
210,1,1,5,0.64705884,0.4117647,0,1,0,0
211,1,10,4,0.0,0.29411766,0,1,0,0
212,1,10,4,0.29411766,0.29411766,0,1,0,0
213,1,2,4,0.64705884,0.3529412,1,1,0,0
214,0,1,5,0.29411766,0.05882353,0,1,0,0
215,1,11,3,0.64705884,0.1764706,0,1,0,0
216,0,2,4,0.23529412,0.4117647,1,1,0,0
217,1,1,4,0.29411766,0.3529412,0,1,0,0
218,1,1,4,0.29411766,0.4117647,0,1,0,0
219,0,2,5,0.4117647,0.29411766,1,1,0,0
220,0,2,4,0.3529412,0.3529412,1,1,0,0
221,0,8,4,0.4117647,0.47058824,0,1,0,0
222,0,8,4,0.11764706,0.11764706,0,1,0,0
223,0,8,4,0.29411766,0.3529412,0,1,0,0
224,0,2,4,0.64705884,0.4117647,0,1,0,0
225,1,8,4,0.29411766,0.29411766,0,1,0,0
226,1,8,5,0.1764706,0.23529412,0,1,0,0
227,1,8,0,0.88235295,0.47058824,0,1,0,1
228,0,3,4,0.5294118,0.47058824,0,1,0,0
229,0,11,4,0.64705884,0.47058824,0,1,0,0
230,1,10,4,0.64705884,0.29411766,1,1,0,0
231,0,2,4,0.64705884,0.29411766,1,1,0,0
232,1,2,4,0.64705884,0.47058824,0,1,0,0
233,1,11,4,0.64705884,0.29411766,0,1,0,0
234,2,2,4,0.64705884,0.47058824,1,1,0,0
235,2,2,5,0.4117647,0.29411766,0,1,0,0
236,0,2,4,0.1764706,0.47058824,0,1,0,0
237,0,8,5,0.64705884,0.29411766,0,1,0,0
238,0,8,5,0.64705884,0.1764706,1,1,0,0
239,0,8,4,0.1764706,0.29411766,0,1,0,0
240,0,8,4,0.4117647,0.4117647,0,1,0,0
241,1,2,4,0.64705884,0.29411766,0,1,0,0
242,0,2,4,0.0,0.64705884,0,1,0,0
243,0,2,4,0.64705884,0.5882353,0,1,0,0
244,0,11,5,0.64705884,0.5294118,0,1,0,0
245,2,10,4,0.88235295,0.29411766,0,1,0,0
246,1,2,4,0.23529412,0.29411766,1,1,0,0
247,0,10,4,0.64705884,0.29411766,1,1,0,0
248,0,8,4,0.64705884,0.29411766,0,1,0,0
249,0,2,4,0.4117647,0.29411766,0,1,0,0
250,1,2,4,0.29411766,0.29411766,0,1,0,0
251,1,10,4,0.4117647,0.47058824,0,1,0,0
252,1,10,5,0.5294118,0.3529412,0,1,0,0
253,2,2,0,0.1764706,0.29411766,1,0,1,0
254,2,2,4,0.4117647,0.47058824,0,1,0,0
255,2,2,4,0.4117647,0.29411766,0,1,0,0
256,0,2,4,0.1764706,0.23529412,0,1,0,0
257,0,2,4,0.29411766,0.3529412,0,1,0,0
258,0,2,4,0.64705884,0.4117647,0,1,0,0
259,1,2,4,0.64705884,0.5882353,0,1,0,0
260,1,1,4,0.64705884,0.4117647,0,1,0,0
261,0,3,4,0.88235295,0.47058824,1,1,0,0
262,0,8,3,0.29411766,0.1764706,0,1,0,0
263,0,8,4,0.29411766,0.47058824,0,1,0,0
264,1,2,4,0.1764706,0.05882353,1,1,0,0
265,0,1,4,0.88235295,0.47058824,0,1,0,0
266,1,2,4,0.4117647,0.47058824,0,1,0,0
267,1,2,5,0.88235295,0.11764706,0,1,0,0
268,0,8,5,0.29411766,0.1764706,0,1,0,0
269,0,8,5,0.29411766,0.4117647,0,1,0,0
270,0,8,4,0.29411766,0.23529412,0,1,0,0
271,0,10,4,0.4117647,0.29411766,0,1,0,0
272,1,8,4,0.64705884,0.47058824,1,1,0,0
273,1,2,4,0.64705884,0.64705884,1,1,0,0
274,1,1,4,0.64705884,0.47058824,0,1,0,0
275,1,2,5,0.1764706,0.23529412,1,1,0,0
276,1,2,5,0.5294118,0.23529412,1,1,0,0
277,0,3,4,0.64705884,0.3529412,0,1,0,0
278,1,10,4,0.64705884,0.5882353,1,1,0,0
279,0,10,4,1.0,0.29411766,0,1,0,0
280,1,2,4,0.64705884,0.47058824,1,1,0,0
281,1,2,5,0.64705884,0.8235294,0,1,0,0
282,1,2,4,0.5294118,0.4117647,0,1,0,0
283,1,2,5,0.1764706,0.64705884,0,1,0,0
284,1,2,4,0.29411766,0.4117647,0,1,0,1
285,0,11,4,0.4117647,0.23529412,0,1,0,0
286,0,8,4,0.1764706,0.1764706,0,1,0,0
287,0,2,4,0.64705884,0.47058824,0,1,0,0
288,1,8,4,0.64705884,0.4117647,0,1,0,0
289,0,2,4,0.64705884,0.64705884,0,1,0,0
290,0,2,0,0.64705884,0.29411766,1,1,0,0
291,1,8,4,0.4117647,0.47058824,1,1,0,0
292,1,2,4,0.4117647,0.64705884,0,1,0,0
293,0,2,4,0.1764706,0.5882353,0,1,0,0
294,0,2,4,0.64705884,0.29411766,1,1,0,0
295,1,2,4,0.4117647,0.4117647,0,1,0,0
296,0,2,4,0.47058824,0.3529412,0,1,0,0
297,0,10,4,0.4117647,0.29411766,0,1,0,0
298,0,10,4,0.5294118,0.29411766,0,1,0,0
299,0,10,4,0.7058824,0.64705884,0,1,0,0
300,1,2,4,0.64705884,0.3529412,0,1,0,0
301,0,2,5,0.4117647,0.4117647,1,1,0,0
302,0,1,4,0.64705884,0.47058824,0,1,0,0
303,0,1,3,0.1764706,0.11764706,0,1,0,0
304,0,1,4,0.23529412,0.64705884,0,1,0,0
305,0,2,4,0.4117647,0.1764706,0,1,0,0
306,0,2,4,0.5294118,0.64705884,0,1,0,0
307,0,2,4,0.4117647,0.47058824,0,1,0,0
308,1,11,5,0.1764706,0.29411766,1,1,0,0
309,1,10,4,0.64705884,0.4117647,0,1,0,0
310,0,2,4,0.0,0.23529412,0,1,0,0
311,0,2,5,0.4117647,0.5294118,0,1,0,0
312,0,2,0,0.1764706,0.29411766,1,1,0,1
313,0,2,4,0.5882353,0.64705884,0,1,0,0
314,1,8,4,0.64705884,0.3529412,1,1,0,0
315,1,1,4,0.88235295,0.29411766,0,1,0,0
316,1,1,4,0.64705884,0.47058824,0,1,0,0
317,0,10,4,0.5294118,0.29411766,0,1,0,0
318,0,2,4,0.3529412,0.05882353,0,1,0,0
319,0,2,4,0.64705884,0.4117647,0,1,0,0
320,1,2,4,0.4117647,0.1764706,0,1,0,0
321,1,2,4,0.47058824,0.29411766,0,1,0,0
322,0,2,4,0.7058824,0.29411766,1,1,0,0
323,0,2,4,0.0,0.64705884,0,1,0,0
324,0,2,4,0.4117647,0.29411766,0,1,0,0
325,0,2,4,0.1764706,0.23529412,0,1,0,0
326,0,2,5,0.64705884,0.3529412,0,1,0,0
327,0,2,5,0.1764706,0.64705884,0,1,0,0
328,0,2,5,0.47058824,0.3529412,0,1,0,0
329,0,10,4,0.5294118,0.3529412,0,1,0,0
330,0,11,4,0.5294118,0.47058824,0,1,0,0
331,0,2,5,0.05882353,0.47058824,0,1,0,0
332,0,2,4,1.0,0.4117647,0,1,0,0
333,1,2,4,0.1764706,0.29411766,1,1,0,0
334,1,2,4,0.1764706,0.29411766,0,1,0,0
335,1,2,4,0.5294118,0.64705884,0,1,0,0
336,1,2,4,0.64705884,0.29411766,1,1,0,0
337,0,2,4,1.0,0.64705884,1,1,0,0
338,1,2,4,0.3529412,0.3529412,0,1,0,0
339,1,2,4,0.0,0.64705884,0,1,0,0
340,1,2,4,0.3529412,0.4117647,0,1,0,0
341,1,2,4,0.1764706,0.47058824,1,1,0,1
342,0,2,4,0.4117647,0.47058824,0,1,0,0
343,1,10,4,0.64705884,0.3529412,0,1,0,0
344,0,2,5,0.47058824,0.3529412,0,1,0,0
345,0,8,4,0.29411766,0.29411766,0,1,0,0
346,1,10,4,0.5882353,0.47058824,0,1,0,0
347,1,2,4,0.0,0.47058824,0,1,0,0
348,0,10,5,0.1764706,0.1764706,0,1,0,0
349,0,10,4,0.4117647,0.4117647,0,1,0,0
350,0,10,4,0.05882353,0.11764706,1,1,0,0
351,0,10,4,0.3529412,0.47058824,0,1,0,0
352,0,11,4,0.11764706,0.29411766,0,1,0,0
353,1,11,3,0.1764706,0.05882353,0,1,0,0
354,1,11,5,0.0,0.11764706,0,1,0,1
355,1,7,4,0.0,0.29411766,0,1,0,0
356,1,10,4,0.4117647,0.29411766,0,1,0,0
357,0,8,4,0.64705884,0.47058824,0,1,0,0
358,1,10,4,0.88235295,0.4117647,0,1,0,0
359,0,2,4,0.64705884,0.3529412,0,1,0,0
360,0,2,5,0.0,0.29411766,0,1,0,0
361,0,2,4,0.47058824,0.47058824,0,1,0,0
362,0,2,4,0.29411766,0.29411766,0,1,0,0
363,0,2,4,0.47058824,0.29411766,1,1,0,0
364,0,2,4,0.29411766,0.29411766,0,1,0,1
365,0,2,4,0.88235295,0.47058824,0,1,0,0
366,0,1,4,0.64705884,1.0,0,1,0,0
367,1,2,5,0.64705884,0.23529412,0,1,0,0
368,1,8,4,0.3529412,0.47058824,0,1,0,0
369,1,8,4,0.29411766,0.29411766,0,1,0,0
370,1,8,5,0.1764706,0.23529412,0,1,0,0
371,0,2,4,0.64705884,0.1764706,0,1,0,0
372,0,10,4,0.64705884,0.29411766,1,1,0,0
373,0,2,4,0.4117647,0.3529412,0,1,0,0
374,1,2,5,0.29411766,0.3529412,0,1,0,0
375,1,2,5,0.5294118,0.64705884,0,1,0,0
376,1,2,0,0.29411766,0.29411766,0,1,0,1
377,1,2,5,0.64705884,0.29411766,0,1,0,0
378,1,1,4,0.64705884,0.29411766,0,1,0,0
379,0,2,4,0.1764706,0.4117647,1,1,0,0
380,0,2,4,0.64705884,0.3529412,0,1,0,0
381,1,2,5,0.3529412,0.29411766,0,1,0,0
382,1,2,4,0.29411766,0.64705884,0,1,0,0
383,1,2,0,0.64705884,0.29411766,1,1,0,0
384,0,8,4,0.88235295,0.47058824,0,1,0,0
385,1,2,5,0.1764706,0.11764706,0,1,0,0
386,1,2,4,0.64705884,0.29411766,0,1,0,0
387,1,2,4,0.11764706,0.29411766,1,1,0,0
388,1,2,4,0.64705884,0.29411766,0,1,0,0
389,1,1,5,0.23529412,0.47058824,0,1,0,0
390,2,10,3,0.64705884,0.1764706,0,1,0,0
391,1,2,4,0.88235295,0.64705884,0,1,0,0
392,1,10,5,0.1764706,0.3529412,0,1,0,0
393,1,10,4,0.4117647,0.4117647,1,1,0,0
394,1,10,0,0.29411766,0.1764706,0,1,0,0
395,1,2,4,0.4117647,0.29411766,0,1,0,0
396,1,2,4,0.88235295,0.3529412,0,1,0,0
397,0,2,4,0.23529412,0.3529412,0,1,0,0
398,0,2,4,0.1764706,0.47058824,0,1,0,0
399,0,2,4,0.64705884,0.29411766,0,1,0,0
400,0,8,5,0.64705884,0.29411766,0,1,0,0
401,0,8,4,0.64705884,0.29411766,0,1,0,0
402,0,2,4,0.5294118,0.3529412,0,1,0,0
403,0,1,4,0.1764706,0.29411766,0,1,0,0
404,0,1,3,0.1764706,0.1764706,0,1,0,0
405,0,1,0,1.0,0.11764706,0,1,0,0
406,0,8,4,0.1764706,0.29411766,0,1,0,0
407,0,2,5,0.29411766,0.29411766,1,1,0,0
408,0,3,4,0.64705884,0.29411766,0,1,0,0
409,0,10,4,0.4117647,0.29411766,1,1,0,0
410,0,8,4,0.4117647,0.47058824,0,1,0,0
411,1,1,5,0.11764706,0.29411766,0,1,0,0
412,1,2,4,0.64705884,0.29411766,0,1,0,0
413,0,2,4,0.4117647,0.64705884,0,1,0,0
414,0,11,4,0.64705884,0.29411766,1,1,0,0
415,0,2,4,0.23529412,0.47058824,0,1,0,0
416,0,2,4,0.88235295,0.29411766,0,1,0,0
417,0,2,4,0.7058824,0.47058824,0,1,0,0
418,0,2,4,0.1764706,0.29411766,0,1,0,0
419,0,2,5,0.4117647,0.1764706,0,1,0,0
420,0,2,4,0.11764706,0.4117647,0,1,0,0
421,0,2,4,0.4117647,0.23529412,0,1,0,0
422,0,11,4,0.64705884,0.29411766,0,1,0,0
423,0,2,4,0.64705884,0.47058824,0,1,0,0
424,2,2,5,0.4117647,0.11764706,0,1,0,0
425,2,2,5,0.1764706,0.23529412,0,1,0,0
426,2,2,4,0.64705884,0.29411766,0,1,0,0
427,1,10,4,0.4117647,0.0,0,1,0,0
428,1,2,4,0.05882353,0.3529412,1,1,0,0
429,1,2,4,0.29411766,0.3529412,0,1,0,0
430,0,1,4,0.4117647,0.3529412,0,1,0,0
431,0,2,4,0.29411766,0.23529412,0,1,0,0
432,0,1,4,0.64705884,0.3529412,0,1,0,0
433,0,1,4,0.64705884,0.29411766,0,1,0,0
434,0,1,5,0.11764706,0.11764706,0,1,0,0
435,0,1,4,1.0,0.47058824,0,1,0,0
436,1,2,5,0.1764706,0.23529412,0,1,0,0
437,1,2,4,0.5294118,0.4117647,0,1,0,0
438,0,11,4,0.1764706,0.4117647,0,1,0,0
439,0,11,4,0.4117647,0.47058824,0,1,0,0
440,1,1,5,0.4117647,0.29411766,0,1,0,0
441,0,2,4,0.4117647,0.64705884,1,1,0,0
442,0,2,5,0.11764706,0.29411766,0,1,0,0
443,0,2,3,0.23529412,0.1764706,0,1,0,0
444,0,2,4,0.64705884,0.47058824,1,1,0,0
445,1,2,5,0.88235295,0.11764706,0,1,0,0
446,1,2,4,0.7647059,0.29411766,1,1,0,1
447,1,1,4,0.4117647,0.3529412,0,1,0,0
448,1,1,5,0.29411766,0.4117647,0,1,0,0
449,1,2,4,0.47058824,0.47058824,0,1,0,0
450,1,2,4,1.0,0.1764706,0,1,0,0
451,1,3,4,0.64705884,0.23529412,0,1,0,0
452,1,3,0,0.23529412,0.0,0,1,0,0
453,1,3,4,0.64705884,0.3529412,0,1,0,0
454,0,1,4,0.64705884,0.0,1,1,0,0
455,0,2,5,0.0,0.29411766,0,1,0,0
456,0,2,3,0.88235295,0.29411766,0,1,0,0
457,1,8,4,0.0,0.47058824,0,1,0,0
458,1,8,4,1.0,0.29411766,1,1,0,1
459,1,2,4,0.7647059,0.47058824,0,1,0,0
460,1,2,3,0.23529412,0.1764706,0,1,0,0
461,1,2,4,0.64705884,0.47058824,0,1,0,1
462,0,8,0,1.0,0.29411766,0,1,0,0
463,1,1,4,0.4117647,0.29411766,1,1,0,0
464,1,1,5,0.5294118,0.8235294,0,1,0,0
465,1,1,4,0.5294118,0.1764706,0,1,0,0
466,0,10,4,0.64705884,0.4117647,0,1,0,0
467,1,2,4,0.64705884,0.64705884,0,1,0,0
468,1,2,4,0.1764706,0.3529412,0,1,0,0
469,1,2,4,0.0,0.29411766,0,1,0,1
470,1,2,4,0.0,0.3529412,0,1,0,0
471,1,2,4,0.1764706,0.47058824,1,1,0,0
472,0,2,0,0.29411766,0.11764706,0,1,0,0
473,0,1,0,0.64705884,0.11764706,0,1,0,0
474,0,3,4,0.23529412,0.47058824,0,1,0,0
475,0,3,5,0.0,0.1764706,0,1,0,0
476,0,3,0,0.64705884,0.11764706,0,1,0,1
477,0,2,5,0.7647059,0.3529412,0,1,0,0
478,0,3,4,0.64705884,0.47058824,0,1,0,0
479,0,10,4,0.4117647,0.47058824,1,1,0,0
480,0,2,4,1.0,0.4117647,0,1,0,0
481,1,2,4,0.1764706,0.3529412,0,1,0,0
482,0,2,4,0.1764706,0.3529412,0,1,0,0
483,0,2,4,0.88235295,0.29411766,1,1,0,0
484,1,2,4,0.1764706,0.23529412,1,1,0,0
485,1,2,4,0.64705884,0.8235294,0,1,0,0
486,1,2,4,0.1764706,0.4117647,1,1,0,0
487,1,1,4,0.4117647,0.47058824,1,1,0,0
488,1,2,4,0.64705884,0.29411766,0,1,0,0
489,1,10,4,0.64705884,0.29411766,0,1,0,0
490,0,8,0,0.64705884,0.29411766,1,1,0,0
491,0,8,4,0.4117647,0.29411766,1,1,0,0
492,0,2,3,0.0,0.3529412,0,1,0,0
493,0,2,4,0.4117647,0.29411766,0,1,0,0
494,1,1,4,0.4117647,0.1764706,0,1,0,0
495,1,1,5,0.23529412,0.64705884,0,1,0,0
496,1,1,4,0.1764706,0.29411766,0,1,0,0
497,1,1,3,0.64705884,0.29411766,1,1,0,0
